"pmid","ct","cta","dt","t_start","t_end","j_NH3","air_temp"
1947,56.43,56.533,1.73,2020-11-20 20:28:00,2020-11-20 22:12:00,0.026464,3.583
1947,58.16,58.267,1.73,2020-11-20 22:12:00,2020-11-20 23:56:00,0.026676,3.725
1947,59.89,60,1.73,2020-11-20 23:56:00,2020-11-21 01:40:00,0.026739,4.358
1947,61.62,61.733,1.73,2020-11-21 01:40:00,2020-11-21 03:24:00,0.026926,4.941
1947,63.35,63.467,1.73,2020-11-21 03:24:00,2020-11-21 05:08:00,0.027874,6.138
1947,65.08,65.2,1.73,2020-11-21 05:08:00,2020-11-21 06:52:00,0.027956,6.861
1947,66.81,66.933,1.73,2020-11-21 06:52:00,2020-11-21 08:36:00,0.027556,7.379
1947,68.54,68.667,1.73,2020-11-21 08:36:00,2020-11-21 10:20:00,0.030258,7.958
1947,70.27,70.4,1.73,2020-11-21 10:20:00,2020-11-21 12:04:00,0.033619,9.81
1947,72,72.133,1.73,2020-11-21 12:04:00,2020-11-21 13:48:00,0.034126,10.21
1947,73.73,73.867,1.73,2020-11-21 13:48:00,2020-11-21 15:32:00,0.031916,10.37
1947,75.46,75.6,1.73,2020-11-21 15:32:00,2020-11-21 17:16:00,0.028495,10.28
1947,77.19,77.333,1.73,2020-11-21 17:16:00,2020-11-21 19:00:00,0.025223,9.17
1947,78.92,79.067,1.73,2020-11-21 19:00:00,2020-11-21 20:44:00,0.023141,9
1947,80.65,80.8,1.73,2020-11-21 20:44:00,2020-11-21 22:28:00,0.023113,8.45
1947,82.38,82.533,1.73,2020-11-21 22:28:00,2020-11-22 00:12:00,0.023159,8.05
1947,84.11,84.267,1.73,2020-11-22 00:12:00,2020-11-22 01:56:00,0.021654,7.715
1947,85.84,86,1.73,2020-11-22 01:56:00,2020-11-22 03:40:00,0.019993,6.888
1947,87.57,87.733,1.73,2020-11-22 03:40:00,2020-11-22 05:24:00,0.01875,6.714
1947,89.3,89.467,1.73,2020-11-22 05:24:00,2020-11-22 07:08:00,0.016282,6.392
1947,91.03,91.2,1.73,2020-11-22 07:08:00,2020-11-22 08:52:00,0.014507,5.99
1947,92.76,92.933,1.73,2020-11-22 08:52:00,2020-11-22 10:36:00,0.018116,6.904
1947,94.49,94.667,1.73,2020-11-22 10:36:00,2020-11-22 12:20:00,0.023041,7.964
1947,96.22,96.4,1.73,2020-11-22 12:20:00,2020-11-22 14:04:00,0.024174,8.67
1947,97.95,98.133,1.73,2020-11-22 14:04:00,2020-11-22 15:48:00,0.023533,8.49
1947,99.68,99.867,1.73,2020-11-22 15:48:00,2020-11-22 17:32:00,0.022082,7.852
1947,101.41,101.6,1.73,2020-11-22 17:32:00,2020-11-22 19:16:00,0.022004,7.389
1947,103.14,103.33,1.73,2020-11-22 19:16:00,2020-11-22 21:00:00,0.02224,7.606
1947,104.87,105.07,1.73,2020-11-22 21:00:00,2020-11-22 22:44:00,0.022244,6.974
1947,106.6,106.8,1.73,2020-11-22 22:44:00,2020-11-23 00:28:00,0.020688,6.005
1947,108.33,108.53,1.73,2020-11-23 00:28:00,2020-11-23 02:12:00,0.018966,5.908
1947,110.06,110.27,1.73,2020-11-23 02:12:00,2020-11-23 03:56:00,0.017779,5.4
1947,111.79,112,1.73,2020-11-23 03:56:00,2020-11-23 05:40:00,0.015936,4.553
1947,113.52,113.73,1.73,2020-11-23 05:40:00,2020-11-23 07:24:00,0.015903,4.99
1947,115.25,115.47,1.73,2020-11-23 07:24:00,2020-11-23 09:08:00,0.015101,5.462
1947,116.98,117.2,1.73,2020-11-23 09:08:00,2020-11-23 10:52:00,0.019158,6.504
1947,118.71,118.93,1.73,2020-11-23 10:52:00,2020-11-23 12:36:00,0.02621,7.904
1947,120.44,120.67,1.73,2020-11-23 12:36:00,2020-11-23 14:20:00,0.026628,8.41
1947,122.17,122.4,1.73,2020-11-23 14:20:00,2020-11-23 16:04:00,0.024138,8.03
1947,123.9,124.13,1.73,2020-11-23 16:04:00,2020-11-23 17:48:00,0.0235,7.25
1947,125.63,125.87,1.73,2020-11-23 17:48:00,2020-11-23 19:32:00,0.025207,7.189
1947,127.36,127.6,1.73,2020-11-23 19:32:00,2020-11-23 21:16:00,0.025872,7.352
1947,129.09,129.33,1.73,2020-11-23 21:16:00,2020-11-23 23:00:00,0.024916,7.301
1947,130.82,131.07,1.73,2020-11-23 23:00:00,2020-11-24 00:44:00,0.024598,6.986
1947,132.55,132.8,1.73,2020-11-24 00:44:00,2020-11-24 02:28:00,0.025011,7.047
1947,134.28,134.53,1.73,2020-11-24 02:28:00,2020-11-24 04:12:00,0.025475,7.441
1947,136.01,136.27,1.73,2020-11-24 04:12:00,2020-11-24 05:56:00,0.025461,7.446
1947,137.74,138,1.73,2020-11-24 05:56:00,2020-11-24 07:40:00,0.027023,8.12
1947,139.47,139.73,1.73,2020-11-24 07:40:00,2020-11-24 09:24:00,0.028929,9.23
1947,141.2,141.47,1.73,2020-11-24 09:24:00,2020-11-24 11:08:00,0.029459,9.4
1947,142.93,143.2,1.73,2020-11-24 11:08:00,2020-11-24 12:52:00,0.030135,10.02
1947,144.66,144.93,1.73,2020-11-24 12:52:00,2020-11-24 14:36:00,0.031078,9.94
1947,146.39,146.67,1.73,2020-11-24 14:36:00,2020-11-24 16:20:00,0.029904,9.84
1947,148.12,148.4,1.73,2020-11-24 16:20:00,2020-11-24 18:04:00,0.030613,9.7
1947,149.85,150.13,1.73,2020-11-24 18:04:00,2020-11-24 19:48:00,0.033065,9.66
1947,151.58,151.87,1.73,2020-11-24 19:48:00,2020-11-24 21:32:00,0.031262,9.62
1947,153.31,153.6,1.73,2020-11-24 21:32:00,2020-11-24 23:16:00,0.031506,9.11
1947,155.04,155.33,1.73,2020-11-24 23:16:00,2020-11-25 01:00:00,0.034747,9.53
1947,156.77,157.07,1.73,2020-11-25 01:00:00,2020-11-25 02:44:00,0.035327,9.65
1947,158.5,158.8,1.73,2020-11-25 02:44:00,2020-11-25 04:28:00,0.032104,8.7
1947,160.23,160.53,1.73,2020-11-25 04:28:00,2020-11-25 06:12:00,0.02934,7.318
1947,161.96,162.27,1.73,2020-11-25 06:12:00,2020-11-25 07:56:00,0.030583,6.802
1948,1.73,1.7333,1.73,2020-11-18 14:52:00,2020-11-18 16:36:00,0.0024779,11.66
1948,3.46,3.4667,1.73,2020-11-18 16:36:00,2020-11-18 18:20:00,0,11
1948,5.19,5.2,1.73,2020-11-18 18:20:00,2020-11-18 20:04:00,0.0059219,10.07
1948,6.92,6.9333,1.73,2020-11-18 20:04:00,2020-11-18 21:48:00,0.012356,10.29
1948,8.65,8.6667,1.73,2020-11-18 21:48:00,2020-11-18 23:32:00,0.014365,10.45
1948,10.38,10.4,1.73,2020-11-18 23:32:00,2020-11-19 01:16:00,0.015895,11.16
1948,12.11,12.133,1.73,2020-11-19 01:16:00,2020-11-19 03:00:00,0.01749,10
1948,13.84,13.867,1.73,2020-11-19 03:00:00,2020-11-19 04:44:00,0.021224,8.69
1948,15.57,15.6,1.73,2020-11-19 04:44:00,2020-11-19 06:28:00,0.024307,8.48
1948,17.3,17.333,1.73,2020-11-19 06:28:00,2020-11-19 08:12:00,0.021935,8.71
1948,19.03,19.067,1.73,2020-11-19 08:12:00,2020-11-19 09:56:00,0.019364,7.714
1948,20.76,20.8,1.73,2020-11-19 09:56:00,2020-11-19 11:40:00,0.028511,6.15
1948,22.49,22.533,1.73,2020-11-19 11:40:00,2020-11-19 13:24:00,0.045502,6.541
1948,24.22,24.267,1.73,2020-11-19 13:24:00,2020-11-19 15:08:00,0.052911,6.796
1948,25.95,26,1.73,2020-11-19 15:08:00,2020-11-19 16:52:00,0.044197,5.157
1948,27.68,27.733,1.73,2020-11-19 16:52:00,2020-11-19 18:36:00,0.040728,3.452
1948,29.41,29.467,1.73,2020-11-19 18:36:00,2020-11-19 20:20:00,0.045732,3.571
1948,31.14,31.2,1.73,2020-11-19 20:20:00,2020-11-19 22:04:00,0.044843,3.447
1948,32.87,32.933,1.73,2020-11-19 22:04:00,2020-11-19 23:48:00,0.050013,3.455
1948,34.6,34.667,1.73,2020-11-19 23:48:00,2020-11-20 01:32:00,0.05241,4.798
1948,36.33,36.4,1.73,2020-11-20 01:32:00,2020-11-20 03:16:00,0.047522,3.985
1948,38.06,38.133,1.73,2020-11-20 03:16:00,2020-11-20 05:00:00,0.043335,3.533
1948,39.79,39.867,1.73,2020-11-20 05:00:00,2020-11-20 06:44:00,0.038636,4.014
1948,41.52,41.6,1.73,2020-11-20 06:44:00,2020-11-20 08:28:00,0.03404,3.076
1948,43.25,43.333,1.73,2020-11-20 08:28:00,2020-11-20 10:12:00,0.042494,1.73
1948,47.78,47.867,4.53,2020-11-20 10:12:00,2020-11-20 14:44:00,0.048306,4.304
1948,49.51,49.6,1.73,2020-11-20 14:44:00,2020-11-20 16:28:00,0.050525,5.287
1948,51.24,51.333,1.73,2020-11-20 16:28:00,2020-11-20 18:12:00,0.042441,4.632
1948,52.97,53.067,1.73,2020-11-20 18:12:00,2020-11-20 19:56:00,0.035341,3.976
1948,54.7,54.8,1.73,2020-11-20 19:56:00,2020-11-20 21:40:00,0.033014,2.935
1948,56.43,56.533,1.73,2020-11-20 21:40:00,2020-11-20 23:24:00,0.034333,3.733
1948,58.16,58.267,1.73,2020-11-20 23:24:00,2020-11-21 01:08:00,0.03705,4.137
1948,59.89,60,1.73,2020-11-21 01:08:00,2020-11-21 02:52:00,0.035163,5.045
1948,61.62,61.733,1.73,2020-11-21 02:52:00,2020-11-21 04:36:00,0.031575,5.753
1948,63.35,63.467,1.73,2020-11-21 04:36:00,2020-11-21 06:20:00,0.03214,6.77
1948,65.08,65.2,1.73,2020-11-21 06:20:00,2020-11-21 08:04:00,0.032257,7.216
1948,66.81,66.933,1.73,2020-11-21 08:04:00,2020-11-21 09:48:00,0.034365,7.649
1948,68.54,68.667,1.73,2020-11-21 09:48:00,2020-11-21 11:32:00,0.037796,9.11
1948,70.27,70.4,1.73,2020-11-21 11:32:00,2020-11-21 13:16:00,0.039922,10.16
1948,72,72.133,1.73,2020-11-21 13:16:00,2020-11-21 15:00:00,0.039483,10.37
1948,73.73,73.867,1.73,2020-11-21 15:00:00,2020-11-21 16:44:00,0.035764,10.28
1948,75.46,75.6,1.73,2020-11-21 16:44:00,2020-11-21 18:28:00,0.032343,9.58
1948,77.19,77.333,1.73,2020-11-21 18:28:00,2020-11-21 20:12:00,0.030729,8.91
1948,78.92,79.067,1.73,2020-11-21 20:12:00,2020-11-21 21:56:00,0.029367,8.78
1948,80.65,80.8,1.73,2020-11-21 21:56:00,2020-11-21 23:40:00,0.02828,8.03
1948,82.38,82.533,1.73,2020-11-21 23:40:00,2020-11-22 01:24:00,0.025493,7.896
1948,84.11,84.267,1.73,2020-11-22 01:24:00,2020-11-22 03:08:00,0.022653,7.046
1948,85.84,86,1.73,2020-11-22 03:08:00,2020-11-22 04:52:00,0.021412,6.838
1948,87.57,87.733,1.73,2020-11-22 04:52:00,2020-11-22 06:36:00,0.019744,6.609
1948,89.3,89.467,1.73,2020-11-22 06:36:00,2020-11-22 08:20:00,0.020456,5.687
1948,91.03,91.2,1.73,2020-11-22 08:20:00,2020-11-22 10:04:00,0.026666,6.624
1948,92.76,92.933,1.73,2020-11-22 10:04:00,2020-11-22 11:48:00,0.037247,7.222
1948,94.49,94.667,1.73,2020-11-22 11:48:00,2020-11-22 13:32:00,0.040334,8.73
1948,96.22,96.4,1.73,2020-11-22 13:32:00,2020-11-22 15:16:00,0.032032,8.58
1948,97.95,98.133,1.73,2020-11-22 15:16:00,2020-11-22 17:00:00,0.02688,7.648
1948,99.68,99.867,1.73,2020-11-22 17:00:00,2020-11-22 18:44:00,0.028149,7.481
1948,101.41,101.6,1.73,2020-11-22 18:44:00,2020-11-22 20:28:00,0.026951,7.472
1948,103.14,103.33,1.73,2020-11-22 20:28:00,2020-11-22 22:12:00,0.02417,6.727
1948,104.87,105.07,1.73,2020-11-22 22:12:00,2020-11-22 23:56:00,0.022597,6.264
1948,106.6,106.8,1.73,2020-11-22 23:56:00,2020-11-23 01:40:00,0.021373,5.832
1948,108.33,108.53,1.73,2020-11-23 01:40:00,2020-11-23 03:24:00,0.019963,5.367
1948,110.06,110.27,1.73,2020-11-23 03:24:00,2020-11-23 05:08:00,0.018297,4.748
1948,111.79,112,1.73,2020-11-23 05:08:00,2020-11-23 06:52:00,0.018294,4.634
1948,113.52,113.73,1.73,2020-11-23 06:52:00,2020-11-23 08:36:00,0.019072,5.373
1948,115.25,115.47,1.73,2020-11-23 08:36:00,2020-11-23 10:20:00,0.029923,5.821
1948,116.98,117.2,1.73,2020-11-23 10:20:00,2020-11-23 12:04:00,0.037282,7.364
1948,118.71,118.93,1.73,2020-11-23 12:04:00,2020-11-23 13:48:00,0.034405,7.968
1948,120.44,120.67,1.73,2020-11-23 13:48:00,2020-11-23 15:32:00,0.032475,7.851
1948,122.17,122.4,1.73,2020-11-23 15:32:00,2020-11-23 17:16:00,0.027905,7.52
1948,123.9,124.13,1.73,2020-11-23 17:16:00,2020-11-23 19:00:00,0.025582,7.129
1948,125.63,125.87,1.73,2020-11-23 19:00:00,2020-11-23 20:44:00,0.02688,7.186
1948,127.36,127.6,1.73,2020-11-23 20:44:00,2020-11-23 22:28:00,0.027077,7.123
1948,129.09,129.33,1.73,2020-11-23 22:28:00,2020-11-24 00:12:00,0.026088,7.3
1948,130.82,131.07,1.73,2020-11-24 00:12:00,2020-11-24 01:56:00,0.027032,6.888
1948,132.55,132.8,1.73,2020-11-24 01:56:00,2020-11-24 03:40:00,0.027451,7.389
1948,134.28,134.53,1.73,2020-11-24 03:40:00,2020-11-24 05:24:00,0.025438,7.416
1948,136.01,136.27,1.73,2020-11-24 05:24:00,2020-11-24 07:08:00,0.025377,7.925
1948,137.74,138,1.73,2020-11-24 07:08:00,2020-11-24 08:52:00,0.027182,8.9
1948,139.47,139.73,1.73,2020-11-24 08:52:00,2020-11-24 10:36:00,0.028534,9.23
1948,141.2,141.47,1.73,2020-11-24 10:36:00,2020-11-24 12:20:00,0.029955,9.85
1948,142.93,143.2,1.73,2020-11-24 12:20:00,2020-11-24 14:04:00,0.030983,10
1948,144.66,144.93,1.73,2020-11-24 14:04:00,2020-11-24 15:48:00,0.030675,9.95
1948,146.39,146.67,1.73,2020-11-24 15:48:00,2020-11-24 17:32:00,0.030961,9.84
1948,148.12,148.4,1.73,2020-11-24 17:32:00,2020-11-24 19:16:00,0.033484,9.57
1948,149.85,150.13,1.73,2020-11-24 19:16:00,2020-11-24 21:00:00,0.032082,9.86
1948,151.58,151.87,1.73,2020-11-24 21:00:00,2020-11-24 22:44:00,0.030045,9.12
1948,153.31,153.6,1.73,2020-11-24 22:44:00,2020-11-25 00:28:00,0.032051,9.24
1948,155.04,155.33,1.73,2020-11-25 00:28:00,2020-11-25 02:12:00,0.033354,9.69
1948,156.77,157.07,1.73,2020-11-25 02:12:00,2020-11-25 03:56:00,0.030786,9.28
1948,158.5,158.8,1.73,2020-11-25 03:56:00,2020-11-25 05:40:00,0.027842,7.739
1948,160.23,160.53,1.73,2020-11-25 05:40:00,2020-11-25 07:24:00,0.02887,6.992
1948,161.96,162.27,1.73,2020-11-25 07:24:00,2020-11-25 09:08:00,0.027258,6.425
1949,1.73,1.7333,1.73,2020-11-18 15:08:00,2020-11-18 16:52:00,0.084657,11.65
1949,3.46,3.4667,1.73,2020-11-18 16:52:00,2020-11-18 18:36:00,0.18274,10.84
1949,5.19,5.2,1.73,2020-11-18 18:36:00,2020-11-18 20:20:00,0.18432,10.16
1949,6.92,6.9333,1.73,2020-11-18 20:20:00,2020-11-18 22:04:00,0.15054,10.54
1949,8.65,8.6667,1.73,2020-11-18 22:04:00,2020-11-18 23:48:00,0.12223,10.45
1949,10.38,10.4,1.73,2020-11-18 23:48:00,2020-11-19 01:32:00,0.11078,11.18
1949,12.11,12.133,1.73,2020-11-19 01:32:00,2020-11-19 03:16:00,0.099518,9.76
1949,13.84,13.867,1.73,2020-11-19 03:16:00,2020-11-19 05:00:00,0.099652,8.58
1949,15.57,15.6,1.73,2020-11-19 05:00:00,2020-11-19 06:44:00,0.096664,8.75
1949,17.3,17.333,1.73,2020-11-19 06:44:00,2020-11-19 08:28:00,0.079484,8.43
1949,19.03,19.067,1.73,2020-11-19 08:28:00,2020-11-19 10:12:00,0.07466,7.815
1949,20.76,20.8,1.73,2020-11-19 10:12:00,2020-11-19 11:56:00,0.090408,6.326
1949,22.49,22.533,1.73,2020-11-19 11:56:00,2020-11-19 13:40:00,0.11512,6.358
1949,24.22,24.267,1.73,2020-11-19 13:40:00,2020-11-19 15:24:00,0.11851,6.476
1949,25.95,26,1.73,2020-11-19 15:24:00,2020-11-19 17:08:00,0.10112,5.024
1949,27.68,27.733,1.73,2020-11-19 17:08:00,2020-11-19 18:52:00,0.091616,3.835
1949,29.41,29.467,1.73,2020-11-19 18:52:00,2020-11-19 20:36:00,0.089341,3.533
1949,31.14,31.2,1.73,2020-11-19 20:36:00,2020-11-19 22:20:00,0.093732,3.242
1949,32.87,32.933,1.73,2020-11-19 22:20:00,2020-11-20 00:04:00,0.10162,3.943
1949,34.6,34.667,1.73,2020-11-20 00:04:00,2020-11-20 01:48:00,0.094419,4.638
1949,36.33,36.4,1.73,2020-11-20 01:48:00,2020-11-20 03:32:00,0.082305,3.703
1949,38.06,38.133,1.73,2020-11-20 03:32:00,2020-11-20 05:16:00,0.079509,3.34
1949,39.79,39.867,1.73,2020-11-20 05:16:00,2020-11-20 07:00:00,0.078157,3.863
1949,41.52,41.6,1.73,2020-11-20 07:00:00,2020-11-20 08:44:00,0.072321,3.133
1949,43.25,43.333,1.73,2020-11-20 08:44:00,2020-11-20 10:28:00,0.085297,1.905
1949,47.78,47.867,4.53,2020-11-20 10:28:00,2020-11-20 15:00:00,0.092157,4.4964
1949,49.51,49.6,1.73,2020-11-20 15:00:00,2020-11-20 16:44:00,0.094777,5.486
1949,51.24,51.333,1.73,2020-11-20 16:44:00,2020-11-20 18:28:00,0.081129,4.496
1949,52.97,53.067,1.73,2020-11-20 18:28:00,2020-11-20 20:12:00,0.080305,3.908
1949,54.7,54.8,1.73,2020-11-20 20:12:00,2020-11-20 21:56:00,0.080466,3.38
1949,56.43,56.533,1.73,2020-11-20 21:56:00,2020-11-20 23:40:00,0.07814,3.706
1949,58.16,58.267,1.73,2020-11-20 23:40:00,2020-11-21 01:24:00,0.080416,4.323
1949,59.89,60,1.73,2020-11-21 01:24:00,2020-11-21 03:08:00,0.077746,5.059
1949,61.62,61.733,1.73,2020-11-21 03:08:00,2020-11-21 04:52:00,0.078549,5.967
1949,63.35,63.467,1.73,2020-11-21 04:52:00,2020-11-21 06:36:00,0.081618,6.781
1949,65.08,65.2,1.73,2020-11-21 06:36:00,2020-11-21 08:20:00,0.082624,7.323
1949,66.81,66.933,1.73,2020-11-21 08:20:00,2020-11-21 10:04:00,0.09135,7.813
1949,68.54,68.667,1.73,2020-11-21 10:04:00,2020-11-21 11:48:00,0.10595,9.43
1949,70.27,70.4,1.73,2020-11-21 11:48:00,2020-11-21 13:32:00,0.11514,10.19
1949,72,72.133,1.73,2020-11-21 13:32:00,2020-11-21 15:16:00,0.11152,10.37
1949,73.73,73.867,1.73,2020-11-21 15:16:00,2020-11-21 17:00:00,0.10505,10.28
1949,75.46,75.6,1.73,2020-11-21 17:00:00,2020-11-21 18:44:00,0.10486,9.4
1949,77.19,77.333,1.73,2020-11-21 18:44:00,2020-11-21 20:28:00,0.10122,9.02
1949,78.92,79.067,1.73,2020-11-21 20:28:00,2020-11-21 22:12:00,0.094597,8.49
1949,80.65,80.8,1.73,2020-11-21 22:12:00,2020-11-21 23:56:00,0.091655,7.995
1949,82.38,82.533,1.73,2020-11-21 23:56:00,2020-11-22 01:40:00,0.085544,7.785
1949,84.11,84.267,1.73,2020-11-22 01:40:00,2020-11-22 03:24:00,0.07778,6.978
1949,85.84,86,1.73,2020-11-22 03:24:00,2020-11-22 05:08:00,0.075918,6.726
1949,87.57,87.733,1.73,2020-11-22 05:08:00,2020-11-22 06:52:00,0.074008,6.256
1949,89.3,89.467,1.73,2020-11-22 06:52:00,2020-11-22 08:36:00,0.081394,5.516
1949,91.03,91.2,1.73,2020-11-22 08:36:00,2020-11-22 10:20:00,0.096138,6.863
1949,92.76,92.933,1.73,2020-11-22 10:20:00,2020-11-22 12:04:00,0.11732,7.479
1949,94.49,94.667,1.73,2020-11-22 12:04:00,2020-11-22 13:48:00,0.11945,8.97
1949,96.22,96.4,1.73,2020-11-22 13:48:00,2020-11-22 15:32:00,0.095261,8.44
1949,97.95,98.133,1.73,2020-11-22 15:32:00,2020-11-22 17:16:00,0.086197,7.822
1949,99.68,99.867,1.73,2020-11-22 17:16:00,2020-11-22 19:00:00,0.087921,7.398
1949,101.41,101.6,1.73,2020-11-22 19:00:00,2020-11-22 20:44:00,0.081229,7.451
1949,103.14,103.33,1.73,2020-11-22 20:44:00,2020-11-22 22:28:00,0.073374,6.903
1949,104.87,105.07,1.73,2020-11-22 22:28:00,2020-11-23 00:12:00,0.07272,6.061
1949,106.6,106.8,1.73,2020-11-23 00:12:00,2020-11-23 01:56:00,0.072725,5.859
1949,108.33,108.53,1.73,2020-11-23 01:56:00,2020-11-23 03:40:00,0.062762,5.458
1949,110.06,110.27,1.73,2020-11-23 03:40:00,2020-11-23 05:24:00,0.055507,4.725
1949,111.79,112,1.73,2020-11-23 05:24:00,2020-11-23 07:08:00,0.059756,4.697
1949,113.52,113.73,1.73,2020-11-23 07:08:00,2020-11-23 08:52:00,0.067866,5.478
1949,115.25,115.47,1.73,2020-11-23 08:52:00,2020-11-23 10:36:00,0.0972,6.047
1949,116.98,117.2,1.73,2020-11-23 10:36:00,2020-11-23 12:20:00,0.11364,7.751
1949,118.71,118.93,1.73,2020-11-23 12:20:00,2020-11-23 14:04:00,0.113,7.94
1949,120.44,120.67,1.73,2020-11-23 14:04:00,2020-11-23 15:48:00,0.091119,8.39
1949,122.17,122.4,1.73,2020-11-23 15:48:00,2020-11-23 17:32:00,0.061581,7.328
1949,123.9,124.13,1.73,2020-11-23 17:32:00,2020-11-23 19:16:00,0.065028,7.036
1949,125.63,125.87,1.73,2020-11-23 19:16:00,2020-11-23 21:00:00,0.069331,7.365
1949,127.36,127.6,1.73,2020-11-23 21:00:00,2020-11-23 22:44:00,0.066178,7.206
1949,129.09,129.33,1.73,2020-11-23 22:44:00,2020-11-24 00:28:00,0.063695,7.295
1949,130.82,131.07,1.73,2020-11-24 00:28:00,2020-11-24 02:12:00,0.06494,6.991
1949,132.55,132.8,1.73,2020-11-24 02:12:00,2020-11-24 03:56:00,0.061148,7.379
1949,134.28,134.53,1.73,2020-11-24 03:56:00,2020-11-24 05:40:00,0.055109,7.393
1949,136.01,136.27,1.73,2020-11-24 05:40:00,2020-11-24 07:24:00,0.059865,8
1949,137.74,138,1.73,2020-11-24 07:24:00,2020-11-24 09:08:00,0.062967,9.05
1949,139.47,139.73,1.73,2020-11-24 09:08:00,2020-11-24 10:52:00,0.064629,9.34
1949,141.2,141.47,1.73,2020-11-24 10:52:00,2020-11-24 12:36:00,0.068029,9.92
1949,142.93,143.2,1.73,2020-11-24 12:36:00,2020-11-24 14:20:00,0.064872,10.01
1949,144.66,144.93,1.73,2020-11-24 14:20:00,2020-11-24 16:04:00,0.062512,9.92
1949,146.39,146.67,1.73,2020-11-24 16:04:00,2020-11-24 17:48:00,0.064192,9.79
1949,148.12,148.4,1.73,2020-11-24 17:48:00,2020-11-24 19:32:00,0.064896,9.59
1949,149.85,150.13,1.73,2020-11-24 19:32:00,2020-11-24 21:16:00,0.057237,9.87
1949,151.58,151.87,1.73,2020-11-24 21:16:00,2020-11-24 23:00:00,0.053714,9.09
1949,153.31,153.6,1.73,2020-11-24 23:00:00,2020-11-25 00:44:00,0.058267,9.36
1949,155.04,155.33,1.73,2020-11-25 00:44:00,2020-11-25 02:28:00,0.055145,9.72
1949,156.77,157.07,1.73,2020-11-25 02:28:00,2020-11-25 04:12:00,0.046252,8.8
1949,158.5,158.8,1.73,2020-11-25 04:12:00,2020-11-25 05:56:00,0.039672,7.589
1949,160.23,160.53,1.73,2020-11-25 05:56:00,2020-11-25 07:40:00,0.039314,6.858
1949,161.96,162.27,1.73,2020-11-25 07:40:00,2020-11-25 09:24:00,0.027613,6.387
1950,1.73,1.7333,1.73,2020-11-18 13:48:00,2020-11-18 15:32:00,0.095362,11.63
1950,3.46,3.4667,1.73,2020-11-18 15:32:00,2020-11-18 17:16:00,0.16679,11.5
1950,5.19,5.2,1.73,2020-11-18 17:16:00,2020-11-18 19:00:00,0.15279,10.42
